Date,Close
2022-05-05,36539.8
2022-05-04,39669.5
2022-05-03,37720.8
2022-05-02,38511.9
2022-05-01,38471.6
2022-04-30,37661.2
2022-04-29,38593.1
2022-04-28,39743.2
2022-04-27,39251.1
2022-04-26,38112.4
2022-04-25,40439.2
2022-04-24,39468.6
2022-04-23,39436.2
2022-04-22,39760.1
2022-04-21,40526.9
2022-04-20,41377.6
2022-04-19,41532.8
2022-04-18,40801.9
2022-04-17,39684.8
2022-04-16,40387.6
2022-04-15,40549.9
2022-04-14,39952.9
2022-04-13,41149.5
2022-04-12,40085.9
2022-04-11,39465.1
2022-04-10,42285.5
2022-04-09,42766.9
2022-04-08,42262
2022-04-07,43452.1
2022-04-06,43170.3
2022-04-05,45548.9
2022-04-04,46596.8
2022-04-03,46422.8
2022-04-02,45857
2022-04-01,46296.3
2022-03-31,45528.4
2022-03-30,47078
2022-03-29,47454.1
2022-03-28,46990.7
2022-03-27,46881.6
2022-03-26,44539.4
2022-03-25,44337.4
2022-03-24,43989.9
2022-03-23,42940.5
2022-03-22,42368.4
2022-03-21,41017.7
2022-03-20,41281.9
2022-03-19,42232.2
2022-03-18,41780.5
2022-03-17,40950.3
2022-03-16,41123.4
2022-03-15,39291.5
2022-03-14,39612.5
2022-03-13,37822.6
2022-03-12,38862.5
2022-03-11,38759.8
2022-03-10,39433.7
2022-03-09,41980.1
2022-03-08,38749.3
2022-03-07,37998
2022-03-06,38408
2022-03-05,39412.9
2022-03-04,39166.4
2022-03-03,42464.4
2022-03-02,43916.4
2022-03-01,44404.1
2022-02-28,43198.6
2022-02-27,37717
2022-02-26,39137.8
2022-02-25,39251.1
2022-02-24,38347.3
2022-02-23,37301.4
2022-02-22,38251.4
2022-02-21,37023
2022-02-20,38389
2022-02-19,40147.9
2022-02-18,39983.5
2022-02-17,40546.2
2022-02-16,43986.1
2022-02-15,44591.8
2022-02-14,42548.6
2022-02-13,42075
2022-02-12,42178.4
2022-02-11,42400.2
2022-02-10,43517.2
2022-02-09,44339.6
2022-02-08,44130.5
2022-02-07,43919.5
2022-02-06,42415.1
2022-02-05,41433.6
2022-02-04,41709.9
2022-02-03,37077.9
2022-02-02,36859.9
2022-02-01,38777.8
2022-01-31,38491.9
2022-01-30,37901.3
2022-01-29,38191.1
2022-01-28,37741.9
2022-01-27,37188.3
2022-01-26,36840.6
2022-01-25,36964.2
2022-01-24,36701.5
2022-01-23,36278
2022-01-22,35070.1
2022-01-21,36456.9
2022-01-20,40646.6
2022-01-19,41709.2
2022-01-18,42369.7
2022-01-17,42214
2022-01-16,43099.7
2022-01-15,43160.2
2022-01-14,43099
2022-01-13,42581.6
2022-01-12,43921.8
2022-01-11,42694.8
2022-01-10,41822.9
2022-01-09,41865.2
2022-01-08,41684.8
2022-01-07,41565.1
2022-01-06,43083.7
2022-01-05,43523.4
2022-01-04,45814.6
2022-01-03,46435.5
2022-01-02,47299
2022-01-01,47733.4
2021-12-31,46195
2021-12-30,47122
2021-12-29,46471.2
2021-12-28,47635.9
2021-12-27,50717.7
2021-12-26,50801.7
2021-12-25,50652.8
2021-12-24,50848.1
2021-12-23,50773.9
2021-12-22,48658.6
2021-12-21,48954.8
2021-12-20,46915.8
2021-12-19,46690.5
2021-12-18,46928.3
2021-12-17,46155.3
2021-12-16,47634.2
2021-12-15,48884.7
2021-12-14,48392
2021-12-13,46812.1
2021-12-12,50149.2
2021-12-11,49343.1
2021-12-10,46968.5
2021-12-09,47824.3
2021-12-08,50519.6
2021-12-07,50604.3
2021-12-06,50556.9
2021-12-05,49310.2
2021-12-04,49105.5
2021-12-03,53672.5
2021-12-02,56479.5
2021-12-01,57180.1
2021-11-30,57057.5
2021-11-29,57879
2021-11-28,57212.2
2021-11-27,54760.4
2021-11-26,53700.6
2021-11-25,58975.4
2021-11-24,57162.6
2021-11-23,57566.8
2021-11-22,56415.1
2021-11-21,58671.2
2021-11-20,59760.7
2021-11-19,58115.9
2021-11-18,56898
2021-11-17,60394.9
2021-11-16,60107.9
2021-11-15,63835.2
2021-11-14,65312.6
2021-11-13,64400
2021-11-12,64293.3
2021-11-11,64820.9
2021-11-10,64976.6
2021-11-09,66938
2021-11-08,67582.6
2021-11-07,63272.2
2021-11-06,61539.3
2021-11-05,61073.1
2021-11-04,61411.4
2021-11-03,62998.9
2021-11-02,63152.2
2021-11-01,60949.5
2021-10-31,61343.6
2021-10-30,61892.4
2021-10-29,62258
2021-10-28,60608.1
2021-10-27,58455.4
2021-10-26,60437.1
2021-10-25,62996.6
2021-10-24,60838.8
2021-10-23,61284.9
2021-10-22,60687.6
2021-10-21,62210.8
2021-10-20,66017.7
2021-10-19,64300
2021-10-18,61986.7
2021-10-17,61571.8
2021-10-16,60883.8
2021-10-15,61691.2
2021-10-14,57359.5
2021-10-13,57376.6
2021-10-12,56007.4
2021-10-11,57487.4
2021-10-10,54690.5
2021-10-09,55074.1
2021-10-08,53963.8
2021-10-07,53775
2021-10-06,55344.5
2021-10-05,51487.9
2021-10-04,49178.3
2021-10-03,48174.3
2021-10-02,47662.4
2021-10-01,48159.5
2021-09-30,43824.4
2021-09-29,41522.1
2021-09-28,41049
2021-09-27,42171.7
2021-09-26,43228.5
2021-09-25,42705.5
2021-09-24,42840.7
2021-09-23,44879.6
2021-09-22,43575.1
2021-09-21,40683
2021-09-20,43012.9
2021-09-19,47255.9
2021-09-18,48213.7
2021-09-17,47235
2021-09-16,47801.5
2021-09-15,48130.2
2021-09-14,47039.2
2021-09-13,45005.2
2021-09-12,46016.1
2021-09-11,45171.8
2021-09-10,44851.4
2021-09-09,46300
2021-09-08,46073.5
2021-09-07,46894.5
2021-09-06,52656.2
2021-09-05,51751.5
2021-09-04,49960.7
2021-09-03,50025
2021-09-02,49338.3
2021-09-01,48839.8
2021-08-31,47261.2
2021-08-30,46993.7
2021-08-29,48919.3
2021-08-28,48889.9
2021-08-27,49077.5
2021-08-26,47071.4
2021-08-25,48987.3
2021-08-24,47667.3
2021-08-23,49506.5
2021-08-22,49284.6
2021-08-21,48990.9
2021-08-20,49296.4
2021-08-19,46765.8
2021-08-18,44837.6
2021-08-17,44671.5
2021-08-16,45874.7
2021-08-15,47050.2
2021-08-14,47113.6
2021-08-13,47837.4
2021-08-12,44461.4
2021-08-11,45553.4
2021-08-10,45586.5
2021-08-09,46339.9
2021-08-08,43765.1
2021-08-07,44699.6
2021-08-06,42869.5
2021-08-05,40888.7
2021-08-04,39729.5
2021-08-03,38191.4
2021-08-02,39149.5
2021-08-01,39865.4
2021-07-31,41697.2
2021-07-30,42137.4
2021-07-29,40033.5
2021-07-28,40035.1
2021-07-27,39488.7
2021-07-26,37262.7
2021-07-25,35428.2
2021-07-24,34252.6
2021-07-23,33521.4
2021-07-22,32290.3
2021-07-21,32135.1
2021-07-20,29789.9
2021-07-19,30842
2021-07-18,31788.2
2021-07-17,31576.2
2021-07-16,31381.1
2021-07-15,31868.6
2021-07-14,32816.3
2021-07-13,32577.5
2021-07-12,33091.1
2021-07-11,34259.2
2021-07-10,33515.3
2021-07-09,33824.2
2021-07-08,32854.1
2021-07-07,33878.5
2021-07-06,34111.9
2021-07-05,33764.3
2021-07-04,35312.8
2021-07-03,34682.1
2021-07-02,33805
2021-07-01,33524.5
2021-06-30,35069.6
2021-06-29,35904.2
2021-06-28,34493.2
2021-06-27,34709.2
2021-06-26,32275.1
2021-06-25,31596.6
2021-06-24,34654.5
2021-06-23,33674.2
2021-06-22,32538.3
2021-06-21,31608.1
2021-06-20,35631
2021-06-19,35484.7
2021-06-18,35767.7
2021-06-17,38094.7
2021-06-16,38351
2021-06-15,40242.3
2021-06-14,40530.6
2021-06-13,39015.2
2021-06-12,35517.3
2021-06-11,37349.9
2021-06-10,36694
2021-06-09,37373
2021-06-08,33416.6
2021-06-07,33583.3
2021-06-06,35800.4
2021-06-05,35530.6
2021-06-04,36952.8
2021-06-03,39244.9
2021-06-02,37581.8
2021-06-01,36685
2021-05-31,37271.8
2021-05-30,35646.4
2021-05-29,34618.7
2021-05-28,35670.5
2021-05-27,38556.8
2021-05-26,39293.2
2021-05-25,38200
2021-05-24,38878.5
2021-05-23,34742.5
2021-05-22,37596.1
2021-05-21,37340.7
2021-05-20,40623.2
2021-05-19,36941
2021-05-18,42857.1
2021-05-17,43580.5
2021-05-16,46450.7
2021-05-15,46795.7
2021-05-14,49961.6
2021-05-13,49694.4
2021-05-12,49498.7
2021-05-11,56755.9
2021-05-10,55804.8
2021-05-09,58238.4
2021-05-08,58958
2021-05-07,57392.4
2021-05-06,56444.5
2021-05-05,57515.6
2021-05-04,53241.9
2021-05-03,57197.5
2021-05-02,56625.1
2021-05-01,57858.2
2021-04-30,57885.2
2021-04-29,53583.6
2021-04-28,54894
2021-04-27,55046.7
2021-04-26,54017.2
2021-04-25,49059.5
2021-04-24,50046.4
2021-04-23,51076
2021-04-22,51701.5
2021-04-21,53808.7
2021-04-20,56423
2021-04-19,55670.9
2021-04-18,56274.4
2021-04-17,60141.1
2021-04-16,61427.2
2021-04-15,63237
2021-04-14,62624.5
2021-04-13,63588.2
2021-04-12,59886.1
2021-04-11,59989.2
2021-04-10,59778.6
2021-04-09,58092.6
2021-04-08,58019.8
2021-04-07,55955.7
2021-04-06,58014.5
2021-04-05,59123
2021-04-04,58200.2
2021-04-03,57094.3
2021-04-02,58978.5
2021-04-01,58726.4
2021-03-31,58800
2021-03-30,58786.4
2021-03-29,57613.1
2021-03-28,55778.8
2021-03-27,55880.1
2021-03-26,55072.4
2021-03-25,51325
2021-03-24,52267
2021-03-23,54582.7
2021-03-22,54100
2021-03-21,57465.1
2021-03-20,58126.1
2021-03-19,58050.6
2021-03-18,57644.9
2021-03-17,58927.5
2021-03-16,56919.2
2021-03-15,55743.9
2021-03-14,59423
2021-03-13,61283.8
2021-03-12,57271.2
2021-03-11,57797
2021-03-10,55972.8
2021-03-09,54916.3
2021-03-08,52304.2
2021-03-07,50941.2
2021-03-06,48909.8
2021-03-05,48879.2
2021-03-04,48533
2021-03-03,50368.2
2021-03-02,48513
2021-03-01,49593.8
2021-02-28,45260.1
2021-02-27,46189.9
2021-02-26,46320.7
2021-02-25,47135.4
2021-02-24,49737.8
2021-02-23,48899.9
2021-02-22,54141.9
2021-02-21,57489.1
2021-02-20,56104.9
2021-02-19,55971.5
2021-02-18,51601.7
2021-02-17,52173.5
2021-02-16,49158.7
2021-02-15,47936.3
2021-02-14,48680.6
2021-02-13,47239.8
2021-02-12,47431.2
2021-02-11,47997.9
2021-02-10,44850
2021-02-09,46517.4
2021-02-08,46375.9
2021-02-07,38871.4
2021-02-06,39267.8
2021-02-05,38311.4
2021-02-04,37000.2
2021-02-03,37552.5
2021-02-02,35512.6
2021-02-01,33533.1
2021-01-31,33224.6
2021-01-30,34361.5
2021-01-29,34190.5
2021-01-28,33488.8
2021-01-27,30417.7
2021-01-26,32597.3
2021-01-25,32277.4
2021-01-24,32288.5
2021-01-23,32114.2
2021-01-22,32983.5
2021-01-21,30854.7
2021-01-20,35497.3
2021-01-19,35922.7
2021-01-18,36700
2021-01-17,35824.3
2021-01-16,36200.6
2021-01-15,36760
2021-01-14,39133.1
2021-01-13,37369
2021-01-12,34039
2021-01-11,35481.7
2021-01-10,38171.5
2021-01-09,40257.4
2021-01-08,40675.8
2021-01-07,39505.5
2021-01-06,36825
2021-01-05,34085.6
2021-01-04,32023.9
2021-01-03,33086.2
2021-01-02,32149.9
2021-01-01,29388.3
2020-12-31,28990
2020-12-30,28897.4
2020-12-29,27394.4
2020-12-28,27038
2020-12-27,26258.6
2020-12-26,26475.3
2020-12-25,24703.3
2020-12-24,23719.4
2020-12-23,23224.3
2020-12-22,23825.9
2020-12-21,22729.4
2020-12-20,23530
2020-12-19,23874.5
2020-12-18,23140.3
2020-12-17,22826.4
2020-12-16,21359.6
2020-12-15,19452.5
2020-12-14,19272.3
2020-12-13,19168.5
2020-12-12,18811.5
2020-12-11,18056.7
2020-12-10,18279
2020-12-09,18559.9
2020-12-08,18319.7
2020-12-07,19202.1
2020-12-06,19348.4
2020-12-05,19135.9
2020-12-04,18739.5
2020-12-03,19465.1
2020-12-02,19204.6
2020-12-01,18870.8
2020-11-30,19684
2020-11-29,18190
2020-11-28,17723.5
2020-11-27,17153.9
2020-11-26,17076
2020-11-25,18769.4
2020-11-24,19129.3
2020-11-23,18398.9
2020-11-22,18426.2
2020-11-21,18718.8
2020-11-20,18656
2020-11-19,17842
2020-11-18,17845.5
2020-11-17,17686.6
2020-11-16,16743
2020-11-15,15979.5
2020-11-14,16082
2020-11-13,16333.8
2020-11-12,16276.6
2020-11-11,15701.3
2020-11-10,15315
2020-11-09,15317.6
2020-11-08,15502.9
2020-11-07,14834
2020-11-06,15599.9
2020-11-05,15608.2
2020-11-04,14161.4
2020-11-03,14035.8
2020-11-02,13562.7
2020-11-01,13748
2020-10-31,13803.2
2020-10-30,13571.2
2020-10-29,13456.5
2020-10-28,13285.8
2020-10-27,13793.7
2020-10-26,13085.1
2020-10-25,13041.6
2020-10-24,13128.3
2020-10-23,12937
2020-10-22,12986.8
2020-10-21,12844.4
2020-10-20,11923.8
2020-10-19,11760.4
2020-10-18,11514.2
2020-10-17,11367.8
2020-10-16,11328.9
2020-10-15,11500.1
2020-10-14,11427.7
2020-10-13,11429.9
2020-10-12,11535.4
2020-10-11,11381.7
2020-10-10,11302.9
2020-10-09,11067
2020-10-08,10906.3
2020-10-07,10670.4
2020-10-06,10606.1
2020-10-05,10795
2020-10-04,10671.1
2020-10-03,10551.6
2020-10-02,10573.1
2020-10-01,10612.4
2020-09-30,10779.6
2020-09-29,10840.4
2020-09-28,10695.5
2020-09-27,10770
2020-09-26,10735.6
2020-09-25,10690.5
2020-09-24,10740
2020-09-23,10235.1
2020-09-22,10532.8
2020-09-21,10414.4
2020-09-20,10920.8
2020-09-19,11080
2020-09-18,10937.5
2020-09-17,10943.6
2020-09-16,10959.6
2020-09-15,10783.7
2020-09-14,10671.4
2020-09-13,10323.3
2020-09-12,10445.2
2020-09-11,10383.9
2020-09-10,10344.2
2020-09-09,10216.4
2020-09-08,10125.6
2020-09-07,10375
2020-09-06,10257.8
2020-09-05,10168.3
2020-09-04,10483.5
2020-09-03,10264.1
2020-09-02,11405.6
2020-09-01,11929.8
2020-08-31,11655
2020-08-30,11716
2020-08-29,11474.3
2020-08-28,11535
2020-08-27,11329.1
2020-08-26,11463.2
2020-08-25,11324.9
2020-08-24,11753.8
2020-08-23,11650
2020-08-22,11684.5
2020-08-21,11507.2
2020-08-20,11864.2
2020-08-19,11747.7
2020-08-18,11950
2020-08-17,12305.5
2020-08-16,11907.7
2020-08-15,11859.2
2020-08-14,11767.5
2020-08-13,11788.4
2020-08-12,11571.6
2020-08-11,11388.9
2020-08-10,11876.2
2020-08-09,11688.4
2020-08-08,11774.9
2020-08-07,11606.5
2020-08-06,11773.8
2020-08-05,11756.7
2020-08-04,11197
2020-08-03,11252.4
2020-08-02,11068.5
2020-08-01,11810
2020-07-31,11342.5
2020-07-30,11119.6
2020-07-29,11098.8
2020-07-28,10923.9
2020-07-27,11020
2020-07-26,9941
2020-07-25,9696.19
2020-07-24,9543.79
2020-07-23,9613.24
2020-07-22,9535.99
2020-07-21,9392.79
2020-07-20,9163.75
2020-07-19,9214.74
2020-07-18,9175.85
2020-07-17,9152.64
2020-07-16,9130.11
2020-07-15,9190.16
2020-07-14,9256.94
2020-07-13,9242.31
2020-07-12,9292.6
2020-07-11,9235.21
2020-07-10,9289.81
2020-07-09,9237.32
2020-07-08,9435.28
2020-07-07,9253.94
2020-07-06,9343.18
2020-07-05,9073.49
2020-07-04,9134.23
2020-07-03,9063.87
2020-07-02,9091.53
2020-07-01,9239.96
2020-06-30,9136.2
2020-06-29,9184.45
2020-06-28,9124.04
2020-06-27,9002.51
2020-06-26,9155
2020-06-25,9244.77
2020-06-24,9274.04
2020-06-23,9623.56
2020-06-22,9697.17
2020-06-21,9286.14
2020-06-20,9355.74
2020-06-19,9279.4
2020-06-18,9382.01
2020-06-17,9457.51
2020-06-16,9526.25
2020-06-15,9427.86
2020-06-14,9333.45
2020-06-13,9475
2020-06-12,9454
2020-06-11,9268.16
2020-06-10,9896.56
2020-06-09,9763.79
2020-06-08,9783.37
2020-06-07,9744.14
2020-06-06,9660.75
2020-06-05,9624.99
2020-06-04,9788.03
2020-06-03,9655.62
2020-06-02,9522.45
2020-06-01,10210.1
2020-05-31,9446.57
2020-05-30,9689.12
2020-05-29,9427.01
2020-05-28,9561.26
2020-05-27,9208.53
2020-05-26,8844.42
2020-05-25,8899.31
2020-05-24,8714.4
2020-05-23,9177.95
2020-05-22,9168.84
2020-05-21,9058.71
2020-05-20,9516
2020-05-19,9776.57
2020-05-18,9728.52
2020-05-17,9666.27
2020-05-16,9383.16
2020-05-15,9312.1
2020-05-14,9799.12
2020-05-13,9318.04
2020-05-12,8796.25
2020-05-11,8601.4
2020-05-10,8741.86
2020-05-09,9558.85
2020-05-08,9810
2020-05-07,10000
2020-05-06,9157.11
2020-05-05,8989.4
2020-05-04,8883.53
2020-05-03,8905.49
2020-05-02,8985
2020-05-01,8829.42
2020-04-30,8624.28
2020-04-29,8780.01
2020-04-28,7758.4
2020-04-27,7785.73
2020-04-26,7692.05
2020-04-25,7543.29
2020-04-24,7508.67
2020-04-23,7472.45
2020-04-22,7136.84
2020-04-21,6853.68
2020-04-20,6838.19
2020-04-19,7130.71
2020-04-18,7254.33
2020-04-17,7036.25
2020-04-16,7112.78
2020-04-15,6624.12
2020-04-14,6877.37
2020-04-13,6861.21
2020-04-12,6908.13
2020-04-11,6889.65
2020-04-10,6871.91
2020-04-09,7293.24
2020-04-08,7370.11
2020-04-07,7209.62
2020-04-06,7341.56
2020-04-05,6794.49
2020-04-04,6874.77
2020-04-03,6741.99
2020-04-02,6805.12
2020-04-01,6664.85
2020-03-31,6445.67
2020-03-30,6406.4
2020-03-29,5902.05
2020-03-28,6251.82
2020-03-27,6372.36
2020-03-26,6759.85
2020-03-25,6690
2020-03-24,6766.65
2020-03-23,6499.12
2020-03-22,5834.78
2020-03-21,6198.78
2020-03-20,6201.61
2020-03-19,6186.95
2020-03-18,5413.64
2020-03-17,5331.72
2020-03-16,5024
2020-03-15,5342.64
2020-03-14,5165.25
2020-03-13,5637.6
2020-03-12,4857.1
2020-03-11,7938.05
2020-03-10,7884.87
2020-03-09,7934.52
2020-03-08,8033.54
2020-03-07,8901.37
2020-03-06,9145.77
2020-03-05,9060.93
2020-03-04,8760.66
2020-03-03,8757.84
2020-03-02,8915
2020-03-01,8522.33
2020-02-29,8556.58
2020-02-28,8708.89
2020-02-27,8812.49
2020-02-26,8778.29
2020-02-25,9304.99
2020-02-24,9660
2020-02-23,9966
2020-02-22,9668.23
2020-02-21,9700.35
2020-02-20,9622.89
2020-02-19,9600.08
2020-02-18,10188
2020-02-17,9700
2020-02-16,9921
2020-02-15,9911.21
2020-02-14,10371.3
2020-02-13,10236.4
2020-02-12,10351.1
2020-02-11,10270
2020-02-10,9851.78
2020-02-09,10168.8
2020-02-08,9905.64
2020-02-07,9808.04
2020-02-06,9763.01
2020-02-05,9613.82
2020-02-04,9164.33
2020-02-03,9290.23
2020-02-02,9323.5
2020-02-01,9382.65
2020-01-31,9334.98
2020-01-30,9503.08
2020-01-29,9290.62
2020-01-28,9394.5
2020-01-27,8895.95
2020-01-26,8595
