Exchange,24h Volume,24h Volume (Normalized),date,,,,,,
Binance  Centralized,11295597606,,2022-10-12,Bitcoin BTC,"$19,188.31",,,,
Coinbase Exchange  Centralized,1419097946,,2022-10-12,NaN,NaN,,,,
OKX  Centralized,1249768977,,2022-10-12,NaN,NaN,,,,
KuCoin  Centralized,1002138464,,2022-10-12,NaN,NaN,,,,
Gate.io  Centralized,943603756.9,,2022-10-12,NaN,NaN,,,,
FTX  Centralized,927657887.5,,2022-10-12,NaN,NaN,,,,
Bybit  Centralized,647642495.9,,2022-10-12,NaN,NaN,,,,
Huobi Global  Centralized,601632958.1,,2022-10-12,NaN,NaN,,,,
Kraken  Centralized,410457906.7,,2022-10-12,NaN,NaN,,,,
Binance US  Centralized,321619869.1,,2022-10-12,NaN,NaN,,,,
Crypto.com Exchange  Centralized,215855823.2,,2022-10-12,NaN,NaN,,,,
FTX.US  Centralized,128378236.8,,2022-10-12,NaN,NaN,,,,
Gemini  Centralized,39373452.7,,2022-10-12,NaN,NaN,,,,
MEXC Global  Centralized,1704798066,,2022-10-12,NaN,NaN,,,,
FTX TR  Centralized,736375765.4,,2022-10-12,NaN,NaN,,,,
AAX  Centralized,2804753354,,2022-10-12,NaN,NaN,,,,
BKEX  Centralized,2326958486,,2022-10-12,NaN,NaN,,,,
Bitrue  Centralized,1788478862,,2022-10-12,NaN,NaN,,,,
_BitMart  Centralized,1545948985,,2022-10-12,NaN,NaN,,,,
LBank  Centralized,1446842323,,2022-10-12,NaN,NaN,,,,
Coinsbit  Centralized,1056814786,,2022-10-12,NaN,NaN,,,,
Digifinex  Centralized,1007273448,,2022-10-12,NaN,NaN,,,,
BingX  Centralized,759634875.4,,2022-10-12,NaN,NaN,,,,
P2B  Centralized,743170346,,2022-10-12,NaN,NaN,,,,
WhiteBIT  Centralized,722401686.8,,2022-10-12,NaN,NaN,,,,
BTCEX  Centralized,515261769.6,,2022-10-12,NaN,NaN,,,,
Coinstore  Centralized,497668583.8,,2022-10-12,NaN,NaN,,,,
LATOKEN  Centralized,413079989.3,,2022-10-12,NaN,NaN,,,,
Bitget  Centralized,382048462.5,,2022-10-12,NaN,NaN,,,,
Phemex  Centralized,352472177.1,,2022-10-12,NaN,NaN,,,,
Binance  Centralized,12611992197,,2022-10-13,Bitcoin BTC,"$18,582.54",,,,
KuCoin  Centralized,2630381579,,2022-10-13,NaN,NaN,,,,
OKX  Centralized,1759476836,,2022-10-13,NaN,NaN,,,,
Coinbase Exchange  Centralized,1666381098,,2022-10-13,NaN,NaN,,,,
FTX  Centralized,1352853696,,2022-10-13,NaN,NaN,,,,
Gate.io  Centralized,1138009616,,2022-10-13,NaN,NaN,,,,
Bybit  Centralized,791848671.6,,2022-10-13,NaN,NaN,,,,
Huobi Global  Centralized,721375875.2,,2022-10-13,NaN,NaN,,,,
Kraken  Centralized,521345424.2,,2022-10-13,NaN,NaN,,,,
Binance US  Centralized,328316874.2,,2022-10-13,NaN,NaN,,,,
Bitfinex  Centralized,291657425.1,,2022-10-13,NaN,NaN,,,,
Crypto.com Exchange  Centralized,230121901.4,,2022-10-13,NaN,NaN,,,,
FTX.US  Centralized,159991023.8,,2022-10-13,NaN,NaN,,,,
AscendEX (BitMax)  Centralized,106920776.1,,2022-10-13,NaN,NaN,,,,
Gemini  Centralized,58143281.06,,2022-10-13,NaN,NaN,,,,
MEXC Global  Centralized,3033650385,,2022-10-13,NaN,NaN,,,,
BitMEX  Centralized,2165980.862,,2022-10-13,NaN,NaN,,,,
AAX  Centralized,2812278630,,2022-10-13,NaN,NaN,,,,
XT.COM  Centralized,2762133832,,2022-10-13,NaN,NaN,,,,
BKEX  Centralized,2294321918,,2022-10-13,NaN,NaN,,,,
Bitrue  Centralized,2016449207,,2022-10-13,NaN,NaN,,,,
_BitMart  Centralized,1918703560,,2022-10-13,NaN,NaN,,,,
LBank  Centralized,1432998519,,2022-10-13,NaN,NaN,,,,
Digifinex  Centralized,1244959381,,2022-10-13,NaN,NaN,,,,
FMFW.io  Centralized,1115583649,,2022-10-13,NaN,NaN,,,,
BingX  Centralized,875467871.7,,2022-10-13,NaN,NaN,,,,
WhiteBIT  Centralized,835431231.8,,2022-10-13,NaN,NaN,,,,
P2B  Centralized,779703309.3,,2022-10-13,NaN,NaN,,,,
FTX TR  Centralized,1130704448,,2022-10-13,NaN,NaN,,,,
BTCEX  Centralized,540289952.1,,2022-10-13,NaN,NaN,,,,
Binance  Centralized,19425684684,,2022-10-14,Bitcoin BTC,"$19,590.35",,,,
Coinbase Exchange  Centralized,2652165875,,2022-10-14,NaN,NaN,,,,
KuCoin  Centralized,2570912548,,2022-10-14,NaN,NaN,,,,
FTX  Centralized,2186242900,,2022-10-14,NaN,NaN,,,,
OKX  Centralized,2069063613,,2022-10-14,NaN,NaN,,,,
Gate.io  Centralized,1334864116,,2022-10-14,NaN,NaN,,,,
Bybit  Centralized,1278710729,,2022-10-14,NaN,NaN,,,,
Huobi Global  Centralized,856752612.7,,2022-10-14,NaN,NaN,,,,
Kraken  Centralized,797996843.2,,2022-10-14,NaN,NaN,,,,
Binance US  Centralized,740724259,,2022-10-14,NaN,NaN,,,,
Crypto.com Exchange  Centralized,390333413.9,,2022-10-14,NaN,NaN,,,,
FTX.US  Centralized,373900636.5,,2022-10-14,NaN,NaN,,,,
Bitfinex  Centralized,256132463.8,,2022-10-14,NaN,NaN,,,,
AscendEX (BitMax)  Centralized,119942505.6,,2022-10-14,NaN,NaN,,,,
Gemini  Centralized,93860109.5,,2022-10-14,NaN,NaN,,,,
MEXC Global  Centralized,5641045396,,2022-10-14,NaN,NaN,,,,
BitMEX  Centralized,2935026.237,,2022-10-14,NaN,NaN,,,,
XT.COM  Centralized,3791412314,,2022-10-14,NaN,NaN,,,,
AAX  Centralized,3482864498,,2022-10-14,NaN,NaN,,,,
BKEX  Centralized,2774880611,,2022-10-14,NaN,NaN,,,,
_BitMart  Centralized,2754514483,,2022-10-14,NaN,NaN,,,,
Bitrue  Centralized,2402367559,,2022-10-14,NaN,NaN,,,,
Digifinex  Centralized,1813096296,,2022-10-14,NaN,NaN,,,,
FMFW.io  Centralized,1811496744,,2022-10-14,NaN,NaN,,,,
BingX  Centralized,1746850156,,2022-10-14,NaN,NaN,,,,
LBank  Centralized,1550591875,,2022-10-14,NaN,NaN,,,,
BigONE  Centralized,1462561462,,2022-10-14,NaN,NaN,,,,
P2B  Centralized,1262202137,,2022-10-14,NaN,NaN,,,,
FTX TR  Centralized,1904371655,,2022-10-14,NaN,NaN,,,,
WhiteBIT  Centralized,1250491613,,2022-10-14,NaN,NaN,,,,
Binance  Centralized,10724554260,,2022-10-15,Bitcoin BTC,"$19,135.11",,,,
KuCoin  Centralized,1366818420,,2022-10-15,NaN,NaN,,,,
Coinbase Exchange  Centralized,1272717689,,2022-10-15,NaN,NaN,,,,
Gate.io  Centralized,1184217231,,2022-10-15,NaN,NaN,,,,
OKX  Centralized,1155872584,,2022-10-15,NaN,NaN,,,,
FTX  Centralized,876912340,,2022-10-15,NaN,NaN,,,,
Bybit  Centralized,580282161,,2022-10-15,NaN,NaN,,,,
Huobi Global  Centralized,568368832.9,,2022-10-15,NaN,NaN,,,,
Binance US  Centralized,330800893,,2022-10-15,NaN,NaN,,,,
Kraken  Centralized,281240192.7,,2022-10-15,NaN,NaN,,,,
Crypto.com Exchange  Centralized,202329678,,2022-10-15,NaN,NaN,,,,
FTX.US  Centralized,125418973.6,,2022-10-15,NaN,NaN,,,,
AscendEX (BitMax)  Centralized,102289026.7,,2022-10-15,NaN,NaN,,,,
Bitfinex  Centralized,70192175.91,,2022-10-15,NaN,NaN,,,,
Gemini  Centralized,27644110.71,,2022-10-15,NaN,NaN,,,,
MEXC Global  Centralized,1654034890,,2022-10-15,NaN,NaN,,,,
Dex-Trade  Centralized,157705262,,2022-10-15,NaN,NaN,,,,
BitMEX  Centralized,2809799.552,,2022-10-15,NaN,NaN,,,,
AAX  Centralized,2757234448,,2022-10-15,NaN,NaN,,,,
XT.COM  Centralized,2319338554,,2022-10-15,NaN,NaN,,,,
LBank  Centralized,1936875161,,2022-10-15,NaN,NaN,,,,
Bitrue  Centralized,1929188587,,2022-10-15,NaN,NaN,,,,
BKEX  Centralized,1475356591,,2022-10-15,NaN,NaN,,,,
_BitMart  Centralized,1424456624,,2022-10-15,NaN,NaN,,,,
Digifinex  Centralized,1044437549,,2022-10-15,NaN,NaN,,,,
Coinsbit  Centralized,931663821.6,,2022-10-15,NaN,NaN,,,,
BingX  Centralized,863626450.4,,2022-10-15,NaN,NaN,,,,
BigONE  Centralized,704944341,,2022-10-15,NaN,NaN,,,,
P2B  Centralized,670070985.8,,2022-10-15,NaN,NaN,,,,
WhiteBIT  Centralized,668463062.5,,2022-10-15,NaN,NaN,,,,
Binance  Centralized,7861092407,,2022-10-16,Bitcoin BTC,"$19,134.07",,,,
OKX  Centralized,976282819.8,,2022-10-16,NaN,NaN,,,,
Gate.io  Centralized,857038147.5,,2022-10-16,NaN,NaN,,,,
KuCoin  Centralized,827134657.6,,2022-10-16,NaN,NaN,,,,
Coinbase Exchange  Centralized,547891848.6,,2022-10-16,NaN,NaN,,,,
Huobi Global  Centralized,415340387.4,,2022-10-16,NaN,NaN,,,,
FTX  Centralized,377996423,,2022-10-16,NaN,NaN,,,,
Bybit  Centralized,319929304,,2022-10-16,NaN,NaN,,,,
Binance US  Centralized,125672571.8,,2022-10-16,NaN,NaN,,,,
Kraken  Centralized,120036822.8,,2022-10-16,NaN,NaN,,,,
Crypto.com Exchange  Centralized,117191586.6,,2022-10-16,NaN,NaN,,,,
AscendEX (BitMax)  Centralized,97051829.85,,2022-10-16,NaN,NaN,,,,
Bitfinex  Centralized,41882757.16,,2022-10-16,NaN,NaN,,,,
FTX.US  Centralized,30881432.28,,2022-10-16,NaN,NaN,,,,
Gemini  Centralized,22666410.66,,2022-10-16,NaN,NaN,,,,
MEXC Global  Centralized,1086155625,,2022-10-16,NaN,NaN,,,,
FTX TR  Centralized,292550745.9,,2022-10-16,NaN,NaN,,,,
Dex-Trade  Centralized,116945905.1,,2022-10-16,NaN,NaN,,,,
AAX  Centralized,2235676209,,2022-10-16,NaN,NaN,,,,
XT.COM  Centralized,1766063563,,2022-10-16,NaN,NaN,,,,
LBank  Centralized,1697223389,,2022-10-16,NaN,NaN,,,,
Bitrue  Centralized,1882454772,,2022-10-16,NaN,NaN,,,,
_BitMart  Centralized,1052051632,,2022-10-16,NaN,NaN,,,,
BKEX  Centralized,926198243.5,,2022-10-16,NaN,NaN,,,,
Digifinex  Centralized,696951611.5,,2022-10-16,NaN,NaN,,,,
BingX  Centralized,600812476.8,,2022-10-16,NaN,NaN,,,,
WhiteBIT  Centralized,501589312.7,,2022-10-16,NaN,NaN,,,,
Coinsbit  Centralized,474029363.6,,2022-10-16,NaN,NaN,,,,
BigONE  Centralized,442381611.8,,2022-10-16,NaN,NaN,,,,
BTSE  Centralized,431351011.8,,2022-10-16,NaN,NaN,,,,
Binance  Centralized,9967283158,,2022-10-17,Bitcoin BTC,"$19,501.55",,,,
FTX  Centralized,760194015.9,,2022-10-17,NaN,NaN,,,,
KuCoin  Centralized,1181729965,,2022-10-17,NaN,NaN,,,,
Bybit  Centralized,559773466.3,,2022-10-17,NaN,NaN,,,,
Kraken  Centralized,320464290.8,,2022-10-17,NaN,NaN,,,,
Crypto.com Exchange  Centralized,181398542.7,,2022-10-17,NaN,NaN,,,,
Binance US  Centralized,231727947.9,,2022-10-17,NaN,NaN,,,,
FTX.US  Centralized,83718594.03,,2022-10-17,NaN,NaN,,,,
Bitfinex  Centralized,61844485.45,,2022-10-17,NaN,NaN,,,,
Gemini  Centralized,24548551.14,,2022-10-17,NaN,NaN,,,,
Gate.io  Centralized,1081054383,,2022-10-17,NaN,NaN,,,,
OKX  Centralized,1052471546,,2022-10-17,NaN,NaN,,,,
Coinbase Exchange  Centralized,932336537.9,,2022-10-17,NaN,NaN,,,,
Bitget  Centralized,297837812.4,,2022-10-17,NaN,NaN,,,,
Huobi Global  Centralized,494838375.2,,2022-10-17,NaN,NaN,,,,
AscendEX (BitMax)  Centralized,103145258.1,,2022-10-17,NaN,NaN,,,,
BitMEX  Centralized,350442.8535,,2022-10-17,NaN,NaN,,,,
Coinsbit  Centralized,845435485.9,,2022-10-17,NaN,NaN,,,,
Digifinex  Centralized,905414063.1,,2022-10-17,NaN,NaN,,,,
WhiteBIT  Centralized,585292414.5,,2022-10-17,NaN,NaN,,,,
MEXC Global  Centralized,2557422931,,2022-10-17,NaN,NaN,,,,
BingX  Centralized,703915467.8,,2022-10-17,NaN,NaN,,,,
Phemex  Centralized,302316733.4,,2022-10-17,NaN,NaN,,,,
BTCEX  Centralized,377036532.2,,2022-10-17,NaN,NaN,,,,
Bitforex  Centralized,169277939.4,,2022-10-17,NaN,NaN,,,,
BtcTurk PRO  Centralized,120468484.9,,2022-10-17,NaN,NaN,,,,
Bitstamp  Centralized,112588688.6,,2022-10-17,NaN,NaN,,,,
EXMO  Centralized,48641741.09,,2022-10-17,NaN,NaN,,,,
Poloniex  Centralized,31990537.64,,2022-10-17,NaN,NaN,,,,
bitFlyer  Centralized,26331772.87,,2022-10-17,NaN,NaN,,,,
_BitMart  Centralized,1296525940,,2022-10-17,NaN,NaN,,,,
Binance  Centralized,12561343889,,2022-10-18,Bitcoin BTC,"$19,597.88",,,,
FTX  Centralized,941455698.1,,2022-10-18,NaN,NaN,,,,
KuCoin  Centralized,1249703305,,2022-10-18,NaN,NaN,,,,
Bybit  Centralized,760570205.3,,2022-10-18,NaN,NaN,,,,
Gate.io  Centralized,927508866.8,,2022-10-18,NaN,NaN,,,,
OKX  Centralized,1244789529,,2022-10-18,NaN,NaN,,,,
Kraken  Centralized,421602921.1,,2022-10-18,NaN,NaN,,,,
Huobi Global  Centralized,552692356.5,,2022-10-18,NaN,NaN,,,,
Crypto.com Exchange  Centralized,236632446.3,,2022-10-18,NaN,NaN,,,,
Binance US  Centralized,420775694.6,,2022-10-18,NaN,NaN,,,,
FTX.US  Centralized,142577712.7,,2022-10-18,NaN,NaN,,,,
Bitfinex  Centralized,101147402.4,,2022-10-18,NaN,NaN,,,,
AscendEX (BitMax)  Centralized,103563625,,2022-10-18,NaN,NaN,,,,
Gemini  Centralized,48059293.19,,2022-10-18,NaN,NaN,,,,
Coinbase Exchange  Centralized,1381068875,,2022-10-18,NaN,NaN,,,,
Bitget  Centralized,293328917.2,,2022-10-18,NaN,NaN,,,,
BitMEX  Centralized,602438.8312,,2022-10-18,NaN,NaN,,,,
LBank  Centralized,1721915988,,2022-10-18,NaN,NaN,,,,
Coinsbit  Centralized,1009207529,,2022-10-18,NaN,NaN,,,,
Digifinex  Centralized,1181686119,,2022-10-18,NaN,NaN,,,,
WhiteBIT  Centralized,753079503.7,,2022-10-18,NaN,NaN,,,,
MEXC Global  Centralized,1618270836,,2022-10-18,NaN,NaN,,,,
BingX  Centralized,896446618.9,,2022-10-18,NaN,NaN,,,,
BKEX  Centralized,727934835.7,,2022-10-18,NaN,NaN,,,,
Phemex  Centralized,429246486.3,,2022-10-18,NaN,NaN,,,,
BTCEX  Centralized,503438572.5,,2022-10-18,NaN,NaN,,,,
Bitforex  Centralized,214072346.7,,2022-10-18,NaN,NaN,,,,
Bitstamp  Centralized,119649368.9,,2022-10-18,NaN,NaN,,,,
BtcTurk PRO  Centralized,108644963.3,,2022-10-18,NaN,NaN,,,,
EXMO  Centralized,49050945.92,,2022-10-18,NaN,NaN,,,,
_BitMart  Centralized,"773,345,773",,2022-10-18,NaN,NaN,,,,
Binance  Centralized,13043007155,,2022-10-19,Bitcoin BTC,"$19,173.36",,,,
FTX  Centralized,1231521594,,2022-10-19,NaN,NaN,,,,
KuCoin  Centralized,1137528031,,2022-10-19,NaN,NaN,,,,
Bybit  Centralized,841038477.7,,2022-10-19,NaN,NaN,,,,
Gate.io  Centralized,915340424.5,,2022-10-19,NaN,NaN,,,,
Kraken  Centralized,417602299.7,,2022-10-19,NaN,NaN,,,,
Crypto.com Exchange  Centralized,217786745,,2022-10-19,NaN,NaN,,,,
Binance US  Centralized,361180278.1,,2022-10-19,NaN,NaN,,,,
FTX.US  Centralized,275047984.7,,2022-10-19,NaN,NaN,,,,
Bitfinex  Centralized,108758392.1,,2022-10-19,NaN,NaN,,,,
AscendEX (BitMax)  Centralized,102819443.8,,2022-10-19,NaN,NaN,,,,
Gemini  Centralized,42358937.31,,2022-10-19,NaN,NaN,,,,
OKX  Centralized,1334896298,,2022-10-19,NaN,NaN,,,,
Coinbase Exchange  Centralized,1329586236,,2022-10-19,NaN,NaN,,,,
Huobi Global  Centralized,632198214.2,,2022-10-19,NaN,NaN,,,,
Bitget  Centralized,227414072.6,,2022-10-19,NaN,NaN,,,,
LBank  Centralized,1714385217,,2022-10-19,NaN,NaN,,,,
Coinsbit  Centralized,1078344087,,2022-10-19,NaN,NaN,,,,
Digifinex  Centralized,1207313501,,2022-10-19,NaN,NaN,,,,
WhiteBIT  Centralized,778884580.1,,2022-10-19,NaN,NaN,,,,
MEXC Global  Centralized,2070198105,,2022-10-19,NaN,NaN,,,,
Phemex  Centralized,628895602.9,,2022-10-19,NaN,NaN,,,,
BingX  Centralized,847538055,,2022-10-19,NaN,NaN,,,,
BKEX  Centralized,733969450.4,,2022-10-19,NaN,NaN,,,,
Bitforex  Centralized,379104110.2,,2022-10-19,NaN,NaN,,,,
Bitstamp  Centralized,111203570.7,,2022-10-19,NaN,NaN,,,,
BtcTurk PRO  Centralized,96945301.5,,2022-10-19,NaN,NaN,,,,
EXMO  Centralized,48900504.28,,2022-10-19,NaN,NaN,,,,
Poloniex  Centralized,44062106.88,,2022-10-19,NaN,NaN,,,,
bitFlyer  Centralized,29116856.23,,2022-10-19,NaN,NaN,,,,
_BitMart  Centralized,"507,029,050",,2022-10-19,NaN,NaN,,,,
Coinbase Exchange  Centralized,1343466037,,2022-10-20,Bitcoin BTC,"$19,176.94",,,,
Bybit  Centralized,703545164.9,,2022-10-20,NaN,NaN,,,,
FTX  Centralized,1054696606,,2022-10-20,NaN,NaN,,,,
Kraken  Centralized,352758468.9,,2022-10-20,NaN,NaN,,,,
Crypto.com Exchange  Centralized,228387383.4,,2022-10-20,NaN,NaN,,,,
Bitfinex  Centralized,99344603.51,,2022-10-20,NaN,NaN,,,,
FTX.US  Centralized,111218389.5,,2022-10-20,NaN,NaN,,,,
Gemini  Centralized,35373975.29,,2022-10-20,NaN,NaN,,,,
Binance  Centralized,10255109719,,2022-10-20,NaN,NaN,,,,
KuCoin  Centralized,1137423624,,2022-10-20,NaN,NaN,,,,
Gate.io  Centralized,821057617.8,,2022-10-20,NaN,NaN,,,,
OKX  Centralized,1016481567,,2022-10-20,NaN,NaN,,,,
Bitget  Centralized,216604112.6,,2022-10-20,NaN,NaN,,,,
Huobi Global  Centralized,599425503.3,,2022-10-20,NaN,NaN,,,,
Binance US  Centralized,335063331.1,,2022-10-20,NaN,NaN,,,,
AscendEX (BitMax)  Centralized,107149618.1,,2022-10-20,NaN,NaN,,,,
BitMEX  Centralized,582211.8984,,2022-10-20,NaN,NaN,,,,
WhiteBIT  Centralized,685248638.2,,2022-10-20,NaN,NaN,,,,
Phemex  Centralized,774672243.5,,2022-10-20,NaN,NaN,,,,
MEXC Global  Centralized,1190189358,,2022-10-20,NaN,NaN,,,,
BingX  Centralized,616218174.3,,2022-10-20,NaN,NaN,,,,
BKEX  Centralized,477934794.1,,2022-10-20,NaN,NaN,,,,
BtcTurk PRO  Centralized,83706192.48,,2022-10-20,NaN,NaN,,,,
EXMO  Centralized,47331948,,2022-10-20,NaN,NaN,,,,
Poloniex  Centralized,42856625.51,,2022-10-20,NaN,NaN,,,,
Bitso  Centralized,25283453,,2022-10-20,NaN,NaN,,,,
Bitkub  Centralized,23582458.43,,2022-10-20,NaN,NaN,,,,
bitFlyer  Centralized,23115308.17,,2022-10-20,NaN,NaN,,,,
CoinEx  Centralized,17938493.21,,2022-10-20,NaN,NaN,,,,
Bitbank  Centralized,17757079.36,,2022-10-20,NaN,NaN,,,,
_BitMart  Centralized,408721178,,2022-10-20,NaN,NaN,,,,
Coinbase Exchange  Centralized,1232921479,,2022-10-21,Bitcoin BTC,"$18,730.46",,,,
Bybit  Centralized,765640705.4,,2022-10-21,NaN,NaN,,,,
FTX  Centralized,1124786038,,2022-10-21,NaN,NaN,,,,
Gate.io  Centralized,791112070.7,,2022-10-21,NaN,NaN,,,,
Kraken  Centralized,480875715.6,,2022-10-21,NaN,NaN,,,,
Crypto.com Exchange  Centralized,208777199.3,,2022-10-21,NaN,NaN,,,,
Bitfinex  Centralized,129052682.1,,2022-10-21,NaN,NaN,,,,
FTX.US  Centralized,122125596.1,,2022-10-21,NaN,NaN,,,,
Gemini  Centralized,38849409,,2022-10-21,NaN,NaN,,,,
Binance  Centralized,11209601539,,2022-10-21,NaN,NaN,,,,
KuCoin  Centralized,1124486538,,2022-10-21,NaN,NaN,,,,
OKX  Centralized,1062256083,,2022-10-21,NaN,NaN,,,,
Bitget  Centralized,265049869.5,,2022-10-21,NaN,NaN,,,,
Huobi Global  Centralized,545727498.4,,2022-10-21,NaN,NaN,,,,
Binance US  Centralized,306038671.7,,2022-10-21,NaN,NaN,,,,
AscendEX (BitMax)  Centralized,106766993.5,,2022-10-21,NaN,NaN,,,,
LBank  Centralized,1092199533,,2022-10-21,NaN,NaN,,,,
WhiteBIT  Centralized,735531303.7,,2022-10-21,NaN,NaN,,,,
Phemex  Centralized,836972103.5,,2022-10-21,NaN,NaN,,,,
BingX  Centralized,701924363.1,,2022-10-21,NaN,NaN,,,,
BKEX  Centralized,483031966.1,,2022-10-21,NaN,NaN,,,,
BtcTurk PRO  Centralized,85902010.26,,2022-10-21,NaN,NaN,,,,
Bitstamp  Centralized,119550907,,2022-10-21,NaN,NaN,,,,
EXMO  Centralized,47295722.63,,2022-10-21,NaN,NaN,,,,
Poloniex  Centralized,44438765.57,,2022-10-21,NaN,NaN,,,,
Bitso  Centralized,27058209.82,,2022-10-21,NaN,NaN,,,,
bitFlyer  Centralized,25491219.54,,2022-10-21,NaN,NaN,,,,
Bitkub  Centralized,24576236.57,,2022-10-21,NaN,NaN,,,,
Bitbank  Centralized,18524986.85,,2022-10-21,NaN,NaN,,,,
CoinEx  Centralized,16439912.05,,2022-10-21,NaN,NaN,,,,
_BitMart  Centralized,445517612,,2022-10-21,NaN,NaN,,,,
Coinbase Exchange  Centralized,1001188650,,2022-10-22,Bitcoin BTC,"$19,187.81",,,,
Bybit  Centralized,742322451.2,,2022-10-22,NaN,NaN,,,,
FTX  Centralized,947735632.3,,2022-10-22,NaN,NaN,,,,
KuCoin  Centralized,827269764.2,,2022-10-22,NaN,NaN,,,,
Gate.io  Centralized,654481040.7,,2022-10-22,NaN,NaN,,,,
Kraken  Centralized,388721429.6,,2022-10-22,NaN,NaN,,,,
Crypto.com Exchange  Centralized,190949793.8,,2022-10-22,NaN,NaN,,,,
Bitfinex  Centralized,86547768.27,,2022-10-22,NaN,NaN,,,,
FTX.US  Centralized,123905475,,2022-10-22,NaN,NaN,,,,
Gemini  Centralized,43521790.64,,2022-10-22,NaN,NaN,,,,
Binance  Centralized,10602554254,,2022-10-22,NaN,NaN,,,,
OKX  Centralized,906249476.4,,2022-10-22,NaN,NaN,,,,
Bitget  Centralized,274601737.7,,2022-10-22,NaN,NaN,,,,
Huobi Global  Centralized,527162246.3,,2022-10-22,NaN,NaN,,,,
Binance US  Centralized,280754117.1,,2022-10-22,NaN,NaN,,,,
AscendEX (BitMax)  Centralized,108425901.1,,2022-10-22,NaN,NaN,,,,
BitMEX  Centralized,569877.957,,2022-10-22,NaN,NaN,,,,
LBank  Centralized,946943175.8,,2022-10-22,NaN,NaN,,,,
WhiteBIT  Centralized,658256626.1,,2022-10-22,NaN,NaN,,,,
Phemex  Centralized,717343376.3,,2022-10-22,NaN,NaN,,,,
BingX  Centralized,467295703.4,,2022-10-22,NaN,NaN,,,,
BKEX  Centralized,474936673.1,,2022-10-22,NaN,NaN,,,,
BtcTurk PRO  Centralized,68628656.27,,2022-10-22,NaN,NaN,,,,
EXMO  Centralized,48103264.04,,2022-10-22,NaN,NaN,,,,
bitFlyer  Centralized,47873010.32,,2022-10-22,NaN,NaN,,,,
Poloniex  Centralized,35301157.2,,2022-10-22,NaN,NaN,,,,
Bitso  Centralized,27110840.51,,2022-10-22,NaN,NaN,,,,
Bitbank  Centralized,24284092.34,,2022-10-22,NaN,NaN,,,,
Bitkub  Centralized,19488674.86,,2022-10-22,NaN,NaN,,,,
CoinEx  Centralized,14856161.89,,2022-10-22,NaN,NaN,,,,
_BitMart  Centralized,"437,656,509",,2022-10-22,NaN,NaN,,,,
Coinbase Exchange  Centralized,472905829.8,,2022-10-23,Bitcoin BTC,"$19,170.20",,,,
Bybit  Centralized,306447915.9,,2022-10-23,NaN,NaN,,,,
FTX  Centralized,480440101.8,,2022-10-23,NaN,NaN,,,,
Kraken  Centralized,195594317.4,,2022-10-23,NaN,NaN,,,,
Crypto.com Exchange  Centralized,88666009.04,,2022-10-23,NaN,NaN,,,,
Bitfinex  Centralized,60282802.62,,2022-10-23,NaN,NaN,,,,
Binance US  Centralized,78753673.73,,2022-10-23,NaN,NaN,,,,
FTX.US  Centralized,45025240.44,,2022-10-23,NaN,NaN,,,,
Gemini  Centralized,13331723.89,,2022-10-23,NaN,NaN,,,,
Binance  Centralized,6401601887,,2022-10-23,NaN,NaN,,,,
KuCoin  Centralized,543317782.7,,2022-10-23,NaN,NaN,,,,
Gate.io  Centralized,445786898,,2022-10-23,NaN,NaN,,,,
OKX  Centralized,739005075.5,,2022-10-23,NaN,NaN,,,,
Bitget  Centralized,206917962.8,,2022-10-23,NaN,NaN,,,,
Huobi Global  Centralized,439766496.7,,2022-10-23,NaN,NaN,,,,
AscendEX (BitMax)  Centralized,98884492.45,,2022-10-23,NaN,NaN,,,,
BitMEX  Centralized,122305.876,,2022-10-23,NaN,NaN,,,,
EXMO  Centralized,45714217.43,,2022-10-23,NaN,NaN,,,,
BtcTurk PRO  Centralized,55071192.05,,2022-10-23,NaN,NaN,,,,
Bitstamp  Centralized,25620972.3,,2022-10-23,NaN,NaN,,,,
Poloniex  Centralized,25247728.51,,2022-10-23,NaN,NaN,,,,
Bitkub  Centralized,11994602.44,,2022-10-23,NaN,NaN,,,,
CoinEx  Centralized,11675418.61,,2022-10-23,NaN,NaN,,,,
bitFlyer  Centralized,8238393.45,,2022-10-23,NaN,NaN,,,,
Bitbank  Centralized,7644117.25,,2022-10-23,NaN,NaN,,,,
Luno  Centralized,4730630.254,,2022-10-23,NaN,NaN,,,,
Bitso  Centralized,4135587.246,,2022-10-23,NaN,NaN,,,,
Blockchain.com  Centralized,4069450.056,,2022-10-23,NaN,NaN,,,,
Max Maicoin  Centralized,3176118.736,,2022-10-23,NaN,NaN,,,,
CEX.IO  Centralized,2981732.908,,2022-10-23,NaN,NaN,,,,
_BitMart  Centralized,321713268,,2022-10-23,NaN,NaN,,,,
Coinbase Exchange  Centralized,1216023600,,2022-10-24,Bitcoin BTC,"$19,374.20",,,,
Bybit  Centralized,778491585.8,,2022-10-24,NaN,NaN,,,,
FTX  Centralized,1016006103,,2022-10-24,NaN,NaN,,,,
KuCoin  Centralized,998642170.3,,2022-10-24,NaN,NaN,,,,
Gate.io  Centralized,746312008.3,,2022-10-24,NaN,NaN,,,,
Kraken  Centralized,486897863.8,,2022-10-24,NaN,NaN,,,,
Crypto.com Exchange  Centralized,206422413.9,,2022-10-24,NaN,NaN,,,,
Bitfinex  Centralized,122634617.4,,2022-10-24,NaN,NaN,,,,
FTX.US  Centralized,121245874.8,,2022-10-24,NaN,NaN,,,,
