date,ETH_price,total_volume,market_cap,coin_name
00:00.0,7.631916157,56439748.77,661467705.6,ethereum
00:00.0,8.135077983,25080911.32,705334665.7,ethereum
00:00.0,8.302596338,12722352.04,720121915.7,ethereum
00:00.0,8.504900485,10533790.23,737938568.3,ethereum
00:00.0,8.098585501,5983385.689,702944255.7,ethereum
00:00.0,8.214985823,4100522.259,713308213,ethereum
00:00.0,8.472511709,6987403.012,735934880.9,ethereum
00:00.0,8.351007262,2905152.217,725643347.5,ethereum
00:00.0,8.207853104,3686497.058,713465177,ethereum
00:00.0,7.77035797,8295155.059,675681120.3,ethereum
00:00.0,7.796626832,2694314.913,678214580.9,ethereum
00:00.0,7.820282701,5469007.786,680519827.6,ethereum
00:00.0,7.856185613,3489317.42,683897439.9,ethereum
00:00.0,7.592236165,3326290.39,661159386.3,ethereum
00:00.0,7.623783721,3764440.223,664148518.6,ethereum
00:00.0,7.856099401,6468951.581,684634858.1,ethereum
00:00.0,7.575643744,12618111.16,660427962.8,ethereum
00:00.0,7.201805732,14660852.23,628063010.7,ethereum
00:00.0,7.222762848,5396882.27,630117081.1,ethereum
00:00.0,7.213234159,6089953.449,629516509.3,ethereum
00:00.0,7.268475378,4090569.333,634564176.1,ethereum
00:00.0,7.171806594,6649186.116,626352253.4,ethereum
00:00.0,7.613307736,13844753.34,665151773.3,ethereum
00:00.0,8.172329057,20692130.79,714246947.4,ethereum
00:00.0,8.153786527,7751538.432,712888825.7,ethereum
00:00.0,8.010852235,3754739.209,700638437.1,ethereum
00:00.0,8.064789989,7811699.126,705615194.8,ethereum
00:00.0,8.361286161,8192075.242,731817457.5,ethereum
00:00.0,9.626792385,24617090.48,842886495.4,ethereum
00:00.0,10.97225285,30283873.09,961038889.8,ethereum
00:00.0,10.11525424,31832239.06,886296492.9,ethereum
00:00.0,10.1546583,23015612.49,890067630.6,ethereum
00:00.0,9.824278869,15178458.28,861427362.6,ethereum
00:00.0,10.2678367,9726315.158,900645822.1,ethereum
00:00.0,10.28595597,18147872.43,902556769.3,ethereum
00:00.0,10.52365071,8483903.665,923748369.4,ethereum
00:00.0,9.661693874,15650725.64,848391822.2,ethereum
00:00.0,9.667158942,10113120.41,849172696,ethereum
00:00.0,9.650805119,7919565.412,848042631.1,ethereum
00:00.0,9.695262752,4879177.658,852254946.2,ethereum
00:00.0,9.785923386,4332221.111,860534322.7,ethereum
00:00.0,9.521283917,5886593.491,837562733.6,ethereum
00:00.0,10.2584583,14660002.94,902735897.6,ethereum
00:00.0,10.12553774,8053530.98,891354114.9,ethereum
00:00.0,10.38530617,6357101.909,914555495.3,ethereum
00:00.0,10.54996056,7935034.034,929384722.9,ethereum
00:00.0,10.87263399,8840650.536,958152131.9,ethereum
00:00.0,10.74535605,5158451.375,947279384.8,ethereum
00:00.0,10.7510244,5620391.167,948113651.5,ethereum
00:00.0,10.39908725,5709572.008,917408215.4,ethereum
00:00.0,10.47167123,5749423.917,924140034,ethereum
00:00.0,10.55525588,6557326.851,931851533.5,ethereum
00:00.0,10.50997909,5497367.839,928178829.6,ethereum
00:00.0,10.55496295,5053699.381,932486646.1,ethereum
00:00.0,10.4304426,3291646.734,921810453.4,ethereum
00:00.0,10.5704113,5394044.156,934513900.7,ethereum
00:00.0,10.67729802,8686038.922,944300621.6,ethereum
00:00.0,10.70098942,9511590.154,946733901.5,ethereum
00:00.0,10.81046109,6770261.661,956759156.5,ethereum
00:00.0,10.93768558,8348606.142,968360894.2,ethereum
00:00.0,11.33331586,10294011.75,1003747586,ethereum
00:00.0,11.24223884,3675287.631,996031546.1,ethereum
00:00.0,11.29401613,4068555.062,1000976622,ethereum
00:00.0,11.43316744,4749524.532,1013517743,ethereum
00:00.0,11.33515301,6195998.767,1005343886,ethereum
00:00.0,10.91496395,13014114.53,968413072.7,ethereum
00:00.0,11.27564064,8465560.863,1000774841,ethereum
00:00.0,11.39912537,5365544.877,1012095683,ethereum
00:00.0,11.35416456,4159375.255,1008457061,ethereum
00:00.0,11.28194702,4407682.63,1002404862,ethereum
00:00.0,12.97214505,31343305.13,1152983308,ethereum
00:00.0,12.93471601,12601119.25,1150065646,ethereum
00:00.0,12.8359688,10436344.69,1141695360,ethereum
00:00.0,12.70348385,7412007.524,1130310857,ethereum
00:00.0,12.81628533,5979769.378,1140747285,ethereum
00:00.0,12.7754456,5083526.064,1137511956,ethereum
00:00.0,12.75022377,6982638.937,1135537849,ethereum
00:00.0,12.73614094,12724890.25,1134283629,ethereum
00:00.0,12.60029641,6874100.082,1122185283,ethereum
00:00.0,13.15516546,8909149.883,1171602048,ethereum
00:00.0,13.07187123,13610109.54,1165941515,ethereum
00:00.0,13.54693861,12468242.9,1208749237,ethereum
00:00.0,14.54767619,13782004.35,1298504264,ethereum
00:00.0,15.35869036,20501520.19,1371373070,ethereum
00:00.0,15.70278123,43441932.37,1402597199,ethereum
00:00.0,17.16802971,26801192.63,1534004366,ethereum
00:00.0,18.99358179,63520413.51,1697730102,ethereum
00:00.0,19.58574948,63619640.04,1751276477,ethereum
00:00.0,18.63867345,17012295.24,1667171877,ethereum
00:00.0,19.24736466,16685230.68,1722225376,ethereum
00:00.0,19.67070561,19157704.33,1760717955,ethereum
00:00.0,18.82733332,22162502.62,1685811626,ethereum
00:00.0,16.74974358,25853719.8,1500309874,ethereum
00:00.0,17.63212882,19983777.62,1579882452,ethereum
00:00.0,19.26359043,57671666.86,1726669640,ethereum
00:00.0,21.39641323,49677899.62,1918511339,ethereum
00:00.0,23.09884796,49928738.78,2071872696,ethereum
00:00.0,28.4460652,171741714,2552384188,ethereum
00:00.0,28.53666459,70373909.66,2561402787,ethereum
00:00.0,34.19736421,116848018.8,3070584068,ethereum
00:00.0,39.86185607,278693085.3,3580085215,ethereum
00:00.0,44.06729599,334923528.9,3959577513,ethereum
00:00.0,32.26798527,151727339.7,2900403758,ethereum
00:00.0,44.0887975,151889492.8,3964282981,ethereum
00:00.0,41.86369288,100344408.2,3765537572,ethereum
00:00.0,42.47845801,59182511.96,3822148614,ethereum
00:00.0,41.26261254,66568697.13,3714048002,ethereum
00:00.0,43.27492998,64280704.83,3896515677,ethereum
00:00.0,50.89479144,186199954.7,4584161759,ethereum
00:00.0,50.67896649,161617494.5,4566322356,ethereum
00:00.0,50.04945421,85306682.68,4511139438,ethereum
00:00.0,49.0171138,72421320.03,4419631301,ethereum
00:00.0,50.25954286,63445924.96,4533191635,ethereum
00:00.0,52.84379426,94092094.51,4767901725,ethereum
00:00.0,52.31317521,51703487.39,4721666246,ethereum
00:00.0,49.96466728,93559373.29,4511239009,ethereum
00:00.0,50.42578761,57319943.04,4554446900,ethereum
00:00.0,48.37846728,86493796.36,,ethereum
00:00.0,43.57923996,107658222.9,3938736158,ethereum
00:00.0,41.79779505,94009509.91,3779040762,ethereum
00:00.0,45.59029505,77394936.34,4123329712,ethereum
00:00.0,42.97852521,83596063.25,3888436554,ethereum
00:00.0,42.40137666,45710556.43,3837553640,ethereum
00:00.0,44.50128439,47830509.43,4028965747,ethereum
00:00.0,44.19076107,23843828.24,4001279550,ethereum
00:00.0,43.90534129,30011146.71,3977660681,ethereum
00:00.0,43.85889484,24362779.83,3974803440,ethereum
00:00.0,46.19788349,64060330.39,4188162263,ethereum
00:00.0,49.75033757,105834573.1,4511719460,ethereum
00:00.0,47.56205172,57312861.71,4314764267,ethereum
00:00.0,49.12279341,44031479.43,4457826106,ethereum
00:00.0,48.70871928,18940687.57,4421737498,ethereum
00:00.0,48.34641781,29334200.22,4390331578,ethereum
00:00.0,50.75917082,46490458.15,4610962773,ethereum
00:00.0,48.15949632,49801919.05,4376229929,ethereum
00:00.0,50.06525365,51865276.23,4550946376,ethereum
00:00.0,48.80173571,29790338.03,4437559543,ethereum
00:00.0,49.07987065,25473890.08,4464325598,ethereum
00:00.0,50.60871348,29345869.99,4604950658,ethereum
00:00.0,51.09741864,41775081.58,4650945909,ethereum
00:00.0,50.97375547,29265025.37,4641256267,ethereum
00:00.0,54.87817857,90529456.77,4998350382,ethereum
00:00.0,63.95735376,186806133.1,5827188143,ethereum
00:00.0,73.01096292,270510184.7,6654236245,ethereum
00:00.0,70.45153825,126594019.3,6423030319,ethereum
00:00.0,79.80255394,173218958.2,7277893964,ethereum
00:00.0,76.8461778,290126273,7010408300,ethereum
00:00.0,77.34604387,138794895.5,7058413637,ethereum
00:00.0,80.92949158,115183975.1,7387794150,ethereum
00:00.0,94.1122652,269928948.8,8594013017,ethereum
00:00.0,91.16038714,233798440.2,8327157235,ethereum
00:00.0,96.42767965,95042529.83,8811175463,ethereum
00:00.0,89.73967948,109489063.9,8202729259,ethereum
00:00.0,87.94812005,166178760.5,8041549109,ethereum
00:00.0,87.50244391,258922158.3,8003377431,ethereum
00:00.0,88.41058887,109313275.9,8089058133,ethereum
00:00.0,88.45664874,94641972.77,8095903577,ethereum
00:00.0,88.18109149,90420897.82,8073353519,ethereum
00:00.0,89.13893168,59897616.44,8163626647,ethereum
00:00.0,90.05504056,48280690.88,8250106526,ethereum
00:00.0,90.5041316,118176219,8293823327,ethereum
00:00.0,87.09148558,96955301.32,7983587476,ethereum
00:00.0,88.21316751,116563051.5,8088870648,ethereum
00:00.0,96.62584623,148398962.7,8862576244,ethereum
00:00.0,122.162783,380753404.3,11208881845,ethereum
00:00.0,123.0282031,211606741,11291783022,ethereum
00:00.0,148.6573205,362117265.2,13648265758,ethereum
00:00.0,153.9900638,733476989,14142415430,ethereum
00:00.0,171.0800283,314107904.8,15715507206,ethereum
00:00.0,190.4258132,465231566.9,17498667475,ethereum
00:00.0,176.8178151,455310601.9,16254143683,ethereum
00:00.0,162.9444864,320845434.5,14983523257,ethereum
00:00.0,159.0552476,524489553.9,14630471573,ethereum
00:00.0,172.3406699,275566686.9,15857470558,ethereum
00:00.0,196.0785933,317142762.9,18047458437,ethereum
00:00.0,230.7983714,820279582.2,21249999565,ethereum
00:00.0,231.3721267,649753307.3,21309492258,ethereum
00:00.0,221.8280712,438784642.5,20436692118,ethereum
00:00.0,224.3167055,226780300.7,20671991234,ethereum
00:00.0,225.3975944,199543169.9,20777803232,ethereum
00:00.0,247.4275411,405540899.4,22815254965,ethereum
00:00.0,248.9301252,233840017.3,22960811913,ethereum
00:00.0,266.1397081,421823672.8,24555497266,ethereum
00:00.0,256.2189234,231988781.9,23647279712,ethereum
00:00.0,260.3415097,181079369.6,24034963008,ethereum
00:00.0,280.333548,268066730,25888383498,ethereum
00:00.0,337.7921755,801852630.5,31204109903,ethereum
00:00.0,341.0796489,636143278.2,31517336371,ethereum
00:00.0,398.4307851,1421483466,36827986612,ethereum
00:00.0,389.9448222,735420495.2,36054646089,ethereum
00:00.0,347.7813577,564686366.7,32166013291,ethereum
00:00.0,346.3690699,1019438927,32045187613,ethereum
00:00.0,358.2845169,404203523.1,33157744081,ethereum
00:00.0,372.357011,299739757.6,34470617408,ethereum
00:00.0,359.4387121,315402069.4,33285012839,ethereum
00:00.0,362.0442891,255793325.4,33536649090,ethereum
00:00.0,358.0532311,517663237.3,33172832683,ethereum
00:00.0,327.8909357,719062539.4,30390293651,ethereum
00:00.0,326.959814,373363641.6,30312664724,ethereum
00:00.0,331.9138051,217363813.3,30780636114,ethereum
00:00.0,310.0546284,216259454.1,28761584162,ethereum
00:00.0,288.0470263,492617160.3,26727797729,ethereum
00:00.0,258.9194627,892409899.1,24031469340,ethereum
00:00.0,280.8130147,739337521.9,26071528057,ethereum
00:00.0,317.2936775,735209015.3,29466974350,ethereum
00:00.0,300.1821526,467820573.9,27885580759,ethereum
00:00.0,284.6910833,359285362.5,26454457715,ethereum
00:00.0,262.4780734,364629592,24397386527,ethereum
00:00.0,286.133607,352969409.7,26603794019,ethereum
00:00.0,278.5971953,244798911.4,25910676122,ethereum
00:00.0,269.7366306,239212708.1,25093983117,ethereum
00:00.0,265.9369455,269182917.9,24747605746,ethereum
00:00.0,267.4697236,182999371.3,24892807780,ethereum
00:00.0,241.4766205,257098223.2,22473685750,ethereum
00:00.0,246.214971,237052454.1,22932342736,ethereum
00:00.0,238.7543185,126590931.4,22243889411,ethereum
00:00.0,210.5281973,411832452.5,19619308390,ethereum
00:00.0,194.3349365,628400853.3,18114890100,ethereum
00:00.0,222.1388562,480090644.4,20711938391,ethereum
00:00.0,206.4132504,311100836.3,19250616800,ethereum
00:00.0,197.9694524,282809497,18467839704,ethereum
00:00.0,171.7774409,245487302.9,16028622413,ethereum
00:00.0,156.4689916,594995539.9,14603949936,ethereum
00:00.0,188.3527773,527360935.2,17584242920,ethereum
00:00.0,228.50328,979531260,21338075702,ethereum
00:00.0,199.5905155,769335320.3,18643050491,ethereum
00:00.0,223.4613484,731711069.5,20878190202,ethereum
00:00.0,217.086474,390393974.2,20287767362,ethereum
00:00.0,231.1435289,229970082.8,21607085358,ethereum
00:00.0,226.7185993,204467773.7,21198900249,ethereum
00:00.0,224.9134071,144284203.8,21035610499,ethereum
00:00.0,206.8105048,358021108.6,19347591149,ethereum
00:00.0,200.3285558,291270680.6,18746083966,ethereum
00:00.0,203.1893218,155763232.7,19018740573,ethereum
00:00.0,192.5856839,312701503.7,18030982561,ethereum
00:00.0,205.5111192,420378363.7,19246182898,ethereum
00:00.0,197.1989635,278403491.5,18472631835,ethereum
00:00.0,203.2871963,256040954.7,19047827949,ethereum
00:00.0,227.0805671,794803694.2,21282137211,ethereum
00:00.0,219.0579293,310747315.8,20534872984,ethereum
00:00.0,224.8679566,229219665.9,21084238670,ethereum
00:00.0,221.6749595,203505640.3,20789568173,ethereum
00:00.0,253.1556661,615120367.3,23747316373,ethereum
00:00.0,263.2220862,640103600.5,24697194959,ethereum
00:00.0,268.496629,435385633.8,25197894464,ethereum
00:00.0,295.1470983,678573131.4,27705377544,ethereum
00:00.0,297.0696048,1197172634,27892280500,ethereum
00:00.0,296.7767241,448574816.6,27871169340,ethereum
00:00.0,306.8264332,411643039.5,28821677185,ethereum
00:00.0,308.6255313,485474525.2,28997352514,ethereum
00:00.0,297.1598027,689079789.8,27926704138,ethereum
00:00.0,296.3972895,384478726.8,27861579962,ethereum
00:00.0,288.4507672,526951176.2,27120920524,ethereum
00:00.0,300.0393294,640592817,28217360455,ethereum
00:00.0,300.5703438,641280744.8,28267299986,ethereum
00:00.0,296.1146354,590470398.8,27861556925,ethereum
00:00.0,296.6220895,553702157.3,27916001533,ethereum
00:00.0,295.1715773,342822961.9,27786029858,ethereum
00:00.0,322.2012201,1743909693,30337762878,ethereum
00:00.0,312.1744706,898344262.6,29400686226,ethereum
00:00.0,316.7889202,466474643.5,29842462532,ethereum
00:00.0,321.7852984,397752658.9,30320399298,ethereum
00:00.0,329.025281,451950699.1,31008765515,ethereum
00:00.0,329.8657826,333839327.8,31031409011,ethereum
00:00.0,343.3413371,370052132,32370755160,ethereum
00:00.0,344.2011314,519874393.4,32458167726,ethereum
00:00.0,366.8095899,767166476.1,34597128017,ethereum
00:00.0,378.9063307,852991842.2,35745271112,ethereum
00:00.0,382.9344508,414360266,36132449087,ethereum
00:00.0,386.343057,505643412.8,36461379832,ethereum
00:00.0,346.3987755,958653961.8,32698140252,ethereum
00:00.0,349.9292404,671189521.6,33037915918,ethereum
00:00.0,299.7173319,1278523027,28302865424,ethereum
00:00.0,318.9728041,1099567125,30127332538,ethereum
00:00.0,333.20633,672471698.8,31478005326,ethereum
00:00.0,329.4156625,431394249.7,31126200677,ethereum
00:00.0,304.4751083,660392679.7,28775477244,ethereum
00:00.0,299.6944445,315515992.4,28329354912,ethereum
00:00.0,292.7796568,456818455.1,27681278352,ethereum
00:00.0,296.4753988,363007787.8,28036287703,ethereum
00:00.0,290.586532,583871859.8,27485022514,ethereum
00:00.0,277.3336579,721738885.8,26236732489,ethereum
00:00.0,214.3117136,929861557.1,20278768202,ethereum
00:00.0,246.9218573,1617179859,23369190517,ethereum
00:00.0,244.8056118,586258300.9,23173710727,ethereum
00:00.0,249.666546,336444511.2,23638636295,ethereum
00:00.0,287.9610957,935880977.9,27269907987,ethereum
00:00.0,280.4456323,518505103.9,26563613423,ethereum
00:00.0,279.4176492,322301352,26471592195,ethereum
00:00.0,257.4650745,470196974.1,24396830727,ethereum
00:00.0,263.4697737,343728639.3,24969981051,ethereum
00:00.0,283.222159,365565238.5,26846246384,ethereum
00:00.0,280.6810447,473679365.8,26609714675,ethereum
00:00.0,288.0857009,367147869.5,27316005856,ethereum
00:00.0,283.9294531,240690671.3,26926232192,ethereum
00:00.0,302.1518454,394839374.3,28658972908,ethereum
00:00.0,294.313838,344032408.7,27919976584,ethereum
00:00.0,288.1145969,401420308.3,27336170625,ethereum
00:00.0,297.2689356,234494285.9,28209139741,ethereum
00:00.0,299.674889,208656622.1,28442001971,ethereum
00:00.0,295.8400297,228753338.8,28082506250,ethereum
00:00.0,292.2107207,213674545.2,27742435563,ethereum
00:00.0,293.0357028,167895948.3,27825239443,ethereum
00:00.0,293.7193461,166289551.9,27894664349,ethereum
00:00.0,307.7089806,223872523.8,29227935375,ethereum
00:00.0,309.5982491,259031771.5,29412044194,ethereum
00:00.0,307.0581369,195574551.4,29175396937,ethereum
00:00.0,295.9010451,422803467.1,28119791745,ethereum
00:00.0,299.9170114,262661724,28506074217,ethereum
00:00.0,303.2474665,179994094.5,28827311270,ethereum
00:00.0,302.0199977,389123581.4,28715264953,ethereum
00:00.0,337.9526134,1062936137,32136884949,ethereum
00:00.0,335.3382448,384671082.4,31893398413,ethereum
00:00.0,335.391355,513925811.8,31903683068,ethereum
00:00.0,331.9672147,536987705.6,31583306699,ethereum
00:00.0,317.8982125,368660410,30251186909,ethereum
00:00.0,314.4565542,459286354.3,29930081748,ethereum
00:00.0,308.4746839,251750069.6,29366946307,ethereum
00:00.0,302.3564969,270984513,28790749977,ethereum
00:00.0,300.693846,291385148.3,28638437009,ethereum
00:00.0,295.4882479,227830530.5,28148745034,ethereum
00:00.0,289.4140251,357572834.9,27575920805,ethereum
00:00.0,298.7557343,522634263.3,28472255904,ethereum
00:00.0,298.4839668,224745395.6,28452391050,ethereum
00:00.0,295.7078546,175211825.2,28192911057,ethereum
00:00.0,297.9291297,165062612.8,28411617293,ethereum
00:00.0,296.4649529,178675171.4,28278036785,ethereum
00:00.0,303.7411304,400151389.5,28978234226,ethereum
00:00.0,306.2494615,245646777.5,29223725936,ethereum
00:00.0,303.542117,275058601.9,28971625623,ethereum
00:00.0,292.3305387,343876003.9,27907457659,ethereum
00:00.0,287.0696687,727168619.8,27411044537,ethereum
00:00.0,305.8432727,493531953.8,29209850779,ethereum
00:00.0,299.9549104,317726072.1,28653533860,ethereum
00:00.0,297.5173231,250477635.8,28426818647,ethereum
00:00.0,301.3707946,472946830.3,28801102723,ethereum
00:00.0,295.2351134,415882643.8,28220768686,ethereum
00:00.0,308.9339866,755752328.1,29536454012,ethereum
00:00.0,322.3295205,691815366.2,30823742534,ethereum
00:00.0,301.3549334,650505791.3,28824163917,ethereum
00:00.0,316.258342,618676053.6,30256030132,ethereum
00:00.0,314.1661277,1172943695,30062176933,ethereum
00:00.0,315.3439564,783366133.9,30181430682,ethereum
00:00.0,338.9376274,507718197.4,32446360785,ethereum
00:00.0,334.2869325,518053273.6,32007998529,ethereum
00:00.0,330.0213156,540577805.5,31606240406,ethereum
00:00.0,333.351255,408873409.2,31931961400,ethereum
00:00.0,348.7472155,437969175.2,33413835154,ethereum
00:00.0,353.4357296,892315491.4,33870265876,ethereum
00:00.0,365.786816,511630930.9,35061352162,ethereum
00:00.0,361.0558226,667087478.4,34615252499,ethereum
00:00.0,379.4090573,502690893.8,36382569909,ethereum
00:00.0,412.5576115,1357607759,39569679448,ethereum
00:00.0,475.002015,1710984792,45568623854,ethereum
00:00.0,467.44639,1062451149,44853255084,ethereum
00:00.0,468.9980994,848847109.5,45011721610,ethereum
00:00.0,484.3626242,982703878,46496118378,ethereum
00:00.0,474.1828947,640921145.7,45528555887,ethereum
00:00.0,428.3454433,1864835258,41136242462,ethereum
00:00.0,454.1609815,1302713009,43624717839,ethereum
00:00.0,469.8634796,731926955.7,45142640782,ethereum
00:00.0,469.8570505,571377802.8,45151510929,ethereum
00:00.0,461.8804819,513723192.5,44394413397,ethereum
00:00.0,472.2527355,559902818.6,45400977761,ethereum
00:00.0,467.016663,590010796.4,44907252844,ethereum
00:00.0,448.3282222,5911434.142,43118585011,ethereum
00:00.0,451.8255819,968306459.9,43465282558,ethereum
00:00.0,467.8816626,1578944198,45019411222,ethereum
00:00.0,482.0355189,1109058209,46391200044,ethereum
00:00.0,446.6910581,900203443.3,42998769813,ethereum
00:00.0,509.0008762,1035160071,49007073663,ethereum
00:00.0,661.8413323,3691983512,63736319680,ethereum
00:00.0,709.8831936,2717113880,68377310761,ethereum
00:00.0,704.6218437,2551109083,67885165268,ethereum
00:00.0,693.0970641,1942292720,66789398252,ethereum
00:00.0,702.2446128,1323743951,67685238861,ethereum
00:00.0,728.7004712,1297439773,70249967413,ethereum
00:00.0,798.115404,2104028876,76958112624,ethereum
00:00.0,829.9892018,2383800980,80048859677,ethereum
00:00.0,813.4036023,2174389927,78466047306,ethereum
00:00.0,812.8851591,1886649146,78432622739,ethereum
00:00.0,669.2764923,2635463382,64585322054,ethereum
00:00.0,715.7190683,1292257944,69087031854,ethereum
00:00.0,686.2083089,1224218822,66252429576,ethereum
00:00.0,733.9025459,1242520658,70871970751,ethereum
00:00.0,774.1101981,1046697072,74770905370,ethereum
00:00.0,764.967062,910830156.6,73903417373,ethereum
00:00.0,736.840047,1012380621,71200955427,ethereum
00:00.0,755.3436413,1172554374,73004412363,ethereum
00:00.0,736.9091915,1306193222,71238101433,ethereum
00:00.0,774.6962555,1127368142,74906560028,ethereum
00:00.0,776.0803304,1101627636,75056629369,ethereum
00:00.0,876.8902588,2720973272,84822222589,ethereum
00:00.0,963.0557507,2308657206,93178531120,ethereum
00:00.0,978.4161042,2756635496,94681149309,ethereum
00:00.0,1004.894972,2894788529,97269228886,ethereum
00:00.0,1052.02336,1824841953,1.01853E+11,ethereum
00:00.0,1137.654919,2286423001,1.10168E+11,ethereum
00:00.0,1184.92393,4813539670,1.14769E+11,ethereum
00:00.0,1361.439668,4248463430,1.31895E+11,ethereum
00:00.0,1345.587602,5901388488,1.30388E+11,ethereum
00:00.0,1181.65141,3701485303,1.14527E+11,ethereum
00:00.0,1315.618758,2569674474,1.27538E+11,ethereum
00:00.0,1448.180086,3149029708,1.4042E+11,ethereum
00:00.0,1410.000215,2771837301,1.36747E+11,ethereum
00:00.0,1329.671397,2438212397,1.28981E+11,ethereum
00:00.0,1068.600411,5197858118,1.03678E+11,ethereum
00:00.0,1022.365213,5505023203,99216267384,ethereum
00:00.0,1036.072313,3220457431,1.00568E+11,ethereum
00:00.0,1046.898597,2067139498,1.0164E+11,ethereum
00:00.0,1172.917206,1927757663,1.13899E+11,ethereum
00:00.0,1053.633202,1834167990,1.02337E+11,ethereum
00:00.0,1000.387133,2128266202,97186332455,ethereum
00:00.0,991.6653206,2162095341,96359326866,ethereum
00:00.0,1056.879233,1871168506,1.02718E+11,ethereum
00:00.0,1059.315496,2098100041,1.02976E+11,ethereum
00:00.0,1048.798906,2126139932,1.01975E+11,ethereum
00:00.0,1095.782514,1592501816,1.0656E+11,ethereum
00:00.0,1237.324176,3105991887,1.20356E+11,ethereum
00:00.0,1169.634257,2005499365,1.13796E+11,ethereum
05:11.1,1161.908643,2006770996,1.13044E+11,ethereum
00:00.0,1058.096053,2570454740,1.02966E+11,ethereum
00:00.0,1106.138172,2148302757,1.07664E+11,ethereum
00:00.0,1021.269379,3414246408,99423764457,ethereum
00:00.0,914.6388425,4640850229,89061856063,ethereum
00:00.0,941.8032295,1878004124,91725607014,ethereum
00:00.0,834.8891703,1882681774,81329819334,ethereum
00:00.0,684.3133397,2941430689,66675677460,ethereum
00:00.0,785.7389155,5021975964,76574516021,ethereum
05:23.7,751.8878894,2635662719,73290929918,ethereum
00:00.0,807.8227505,2256661883,78759712267,ethereum
00:00.0,871.3268829,1609823406,84968804617,ethereum
00:00.0,854.3498784,1811750053,83330877020,ethereum
00:00.0,817.2905244,1606757571,79732678121,ethereum
00:00.0,862.7487726,1342080235,84185155653,ethereum
00:00.0,833.7791837,1215799276,81375375878,ethereum
00:00.0,915.076543,1659598861,89328231141,ethereum
00:00.0,928.2935214,1674187630,90637629786,ethereum
00:00.0,934.6767105,1274489448,91279135809,ethereum
00:00.0,964.2765079,1331103327,94190008583,ethereum
00:00.0,915.0920469,1443742229,89404389580,ethereum
00:00.0,928.2902425,1113969169,90713108253,ethereum
00:00.0,902.9690554,1376504168,88256609941,ethereum
00:00.0,809.1296597,1249190217,79118626282,ethereum
00:00.0,812.4468626,1255677307,79442544254,ethereum
00:00.0,864.6697536,1553348120,84567348658,ethereum
00:00.0,828.723399,1133793474,81068136132,ethereum
00:00.0,842.6280248,971919367.5,82445384433,ethereum
00:00.0,863.6502752,1273600055,84519903485,ethereum
00:00.0,869.2632438,1185779363,85086932065,ethereum
00:00.0,846.3652118,1088578649,82862945951,ethereum
00:00.0,855.6787797,1046744162,83792455743,ethereum
00:00.0,850.4429896,1065182064,83297136124,ethereum
00:00.0,844.2552535,968839520.3,82708301724,ethereum
00:00.0,843.7565763,921438207.1,82676499794,ethereum
00:00.0,840.1509955,996644678.1,82340571913,ethereum
00:00.0,808.4491332,1163651037,79250313700,ethereum
00:00.0,752.5931712,1517892303,73790376422,ethereum
00:00.0,699.1898985,1253573582,68568491974,ethereum
00:00.0,710.8916533,1559125766,69730146644,ethereum
00:00.0,684.9343401,1019304766,67198010841,ethereum
00:00.0,713.19533,1044019470,69985307146,ethereum
00:00.0,695.314203,1041451579,68245214879,ethereum
00:00.0,684.6415844,914239003.2,67211282138,ethereum
00:00.0,608.3931488,1222860954,59738408622,ethereum
00:00.0,612.4435397,1314501765,60148621436,ethereum
00:00.0,607.8794875,939394446.6,59712695038,ethereum
00:00.0,560.1094331,922526847.9,55031620530,ethereum
00:00.0,538.6905901,2515158737,52938616458,ethereum
00:00.0,555.0775482,1668238270,54560292402,ethereum
00:00.0,554.209826,1363997499,54486305510,ethereum
00:00.0,561.1465342,1242490235,55179662650,ethereum
00:00.0,537.7059724,1029637021,52885690223,ethereum
00:00.0,538.1090292,1024506178,52936241666,ethereum
00:00.0,519.4855998,722258331.1,51114768973,ethereum
00:00.0,519.3780446,654302263.8,51114766847,ethereum
00:00.0,487.5396121,1130010306,47991343456,ethereum
00:00.0,449.0522525,1205007525,44211929435,ethereum
00:00.0,443.949101,899161524.3,43718505250,ethereum
00:00.0,385.3270957,1501135896,37953505528,ethereum
00:00.0,395.3262633,1552652585,38946452754,ethereum
00:00.0,395.796381,970454263.2,39000868214,ethereum
00:00.0,379.1235134,928418706.6,37365640070,ethereum
00:00.0,384.8259823,725811930.9,37935548084,ethereum
00:00.0,415.716234,938277656,40989129293,ethereum
00:00.0,380.2819596,888566484.5,37503095784,ethereum
00:00.0,384.4644854,767721856.1,37923466119,ethereum
00:00.0,369.9138977,590720199.9,36495759521,ethereum
00:00.0,383.4463609,549082514.9,37838661360,ethereum
00:00.0,396.9817555,565597670.6,39182417251,ethereum
00:00.0,398.773355,1095742137,39367328706,ethereum
00:00.0,412.6893456,687260482.5,40749602576,ethereum
00:00.0,427.384946,816313720.2,42209337332,ethereum
00:00.0,488.6054893,1871680189,48265439664,ethereum
00:00.0,488.9921813,1771917383,48313044128,ethereum
00:00.0,495.1129136,960941082.5,48928578122,ethereum
00:00.0,525.5274445,1113471502,51944970388,ethereum
00:00.0,507.1103131,952394918.7,50134949937,ethereum
00:00.0,498.4670076,834810907.6,49290625427,ethereum
00:00.0,517.3740432,827471474.5,51170694522,ethereum
00:00.0,566.3920839,1223410366,56030501149,ethereum
